transaction_id,account_id,timestamp,amount,transaction_type,merchant_category,device_id,is_fraud_individual
2987692,acc_00119,2026-06-02 03:42:16,8.459,purchase,C,unknown_device,False
2987693,acc_00469,2026-06-02 03:42:43,85.192,purchase,C,unknown_device,False
2987694,acc_00485,2026-06-02 03:43:02,65.0,purchase,H,MacOS,False
2987695,acc_00446,2026-06-02 03:43:33,30.0,purchase,W,unknown_device,False
2987696,acc_00486,2026-06-02 03:43:59,36.252,purchase,C,SM-G610M Build/MMB29K,False
2987697,acc_00487,2026-06-02 03:44:15,44.0,purchase,W,unknown_device,False
2987698,acc_00488,2026-06-02 03:44:44,65.0,purchase,H,MacOS,False
2987699,acc_00489,2026-06-02 03:45:00,65.0,purchase,W,unknown_device,False
2987700,acc_00459,2026-06-02 03:45:01,59.0,purchase,W,unknown_device,False
2987701,acc_00490,2026-06-02 03:45:02,50.0,purchase,W,unknown_device,False
2987702,acc_00491,2026-06-02 03:45:05,100.0,purchase,W,unknown_device,False
2987703,acc_00492,2026-06-02 03:45:48,108.5,purchase,W,unknown_device,False
2987704,acc_00493,2026-06-02 03:46:14,822.47,purchase,W,unknown_device,False
2987705,acc_00494,2026-06-02 03:46:40,77.0,purchase,W,unknown_device,False
2987706,acc_00495,2026-06-02 03:47:04,57.95,purchase,W,unknown_device,False
2987707,acc_00496,2026-06-02 03:47:25,67.95,purchase,W,unknown_device,False
2987708,acc_00370,2026-06-02 03:47:40,49.0,purchase,W,unknown_device,False
2987709,acc_00497,2026-06-02 03:47:46,54.47,purchase,W,unknown_device,False
2987710,acc_00469,2026-06-02 03:47:59,85.192,purchase,C,unknown_device,False
2987711,acc_00498,2026-06-02 03:48:05,50.0,purchase,W,unknown_device,False
2987712,acc_00499,2026-06-02 03:48:41,10.0,purchase,S,Windows,False
2987713,acc_00500,2026-06-02 03:49:19,42.95,purchase,W,unknown_device,False
2987714,acc_00131,2026-06-02 03:49:29,59.0,purchase,W,unknown_device,False
2987715,acc_00186,2026-06-02 03:49:39,200.0,purchase,W,unknown_device,False
2987716,acc_00501,2026-06-02 03:49:49,57.95,purchase,W,unknown_device,False
2987717,acc_00446,2026-06-02 03:49:49,39.0,purchase,W,unknown_device,False
2987718,acc_00502,2026-06-02 03:50:04,50.0,purchase,H,XT1635-01,False
2987719,acc_00503,2026-06-02 03:50:37,114.95,purchase,W,unknown_device,False
2987720,acc_00377,2026-06-02 03:51:30,26.95,purchase,W,unknown_device,False
2987721,acc_00325,2026-06-02 03:51:47,44.0,purchase,W,unknown_device,False
2987722,acc_00215,2026-06-02 03:52:16,205.95,purchase,W,unknown_device,False
2987723,acc_00504,2026-06-02 03:52:44,60.0,purchase,W,unknown_device,False
2987724,acc_00505,2026-06-02 03:52:56,25.0,purchase,S,Windows,False
2987725,acc_00506,2026-06-02 03:52:59,53.97,purchase,W,unknown_device,False
2987726,acc_00507,2026-06-02 03:53:25,30.0,purchase,H,iOS Device,False
2987727,acc_00508,2026-06-02 03:53:37,209.95,purchase,W,unknown_device,False
2987728,acc_00436,2026-06-02 03:53:38,49.0,purchase,W,unknown_device,False
2987729,acc_00097,2026-06-02 03:53:44,29.95,purchase,W,unknown_device,False
2987730,acc_00048,2026-06-02 03:54:20,43.563,purchase,C,Windows,False
2987731,acc_00509,2026-06-02 03:54:23,77.0,purchase,W,unknown_device,False
2987732,acc_00510,2026-06-02 03:54:48,100.0,purchase,H,MacOS,False
2987733,acc_00036,2026-06-02 03:55:16,150.0,purchase,H,Windows,False
2987734,acc_00511,2026-06-02 03:55:47,445.0,purchase,W,unknown_device,False
2987735,acc_00512,2026-06-02 03:55:59,150.0,purchase,W,unknown_device,False
2987736,acc_00513,2026-06-02 03:56:31,100.0,purchase,W,unknown_device,True
2987737,acc_00377,2026-06-02 03:56:56,23.47,purchase,W,unknown_device,False
2987738,acc_00512,2026-06-02 03:57:02,150.0,purchase,W,unknown_device,False
2987739,acc_00412,2026-06-02 03:57:44,26.654,purchase,C,rv:56.0,False
2987740,acc_00514,2026-06-02 03:57:57,135.95,purchase,W,unknown_device,False
2987741,acc_00515,2026-06-02 03:58:45,25.0,purchase,H,SM-G950U Build/NRD90M,False
2987742,acc_00025,2026-06-02 03:59:44,159.95,purchase,W,unknown_device,False
2987743,acc_00516,2026-06-02 04:00:43,90.0,purchase,S,Windows,False
2987744,acc_00214,2026-06-02 04:00:47,50.0,purchase,W,unknown_device,False
2987745,acc_00517,2026-06-02 04:01:14,46.5,purchase,W,unknown_device,False
2987746,acc_00518,2026-06-02 04:01:27,28.277,purchase,C,unknown_device,False
2987747,acc_00469,2026-06-02 04:01:35,85.192,purchase,C,unknown_device,False
2987748,acc_00519,2026-06-02 02:18:09,50.0,purchase,H,MacOS,False
2987749,acc_00063,2026-06-02 04:02:36,92.0,purchase,W,unknown_device,False
2987750,acc_00317,2026-06-02 04:03:56,60.058,purchase,C,unknown_device,False
2987751,acc_00045,2026-06-02 04:04:03,200.0,purchase,R,Windows,False
2987752,acc_00520,2026-06-02 04:04:50,96.974,purchase,C,Windows,False
2987753,acc_00521,2026-06-02 04:06:44,173.0,purchase,W,unknown_device,False
2987754,acc_00163,2026-06-02 04:07:38,15.0,purchase,H,VS500,False
2987755,acc_00522,2026-06-02 04:08:06,39.0,purchase,W,unknown_device,False
2987756,acc_00523,2026-06-02 04:08:18,80.0,purchase,W,unknown_device,False
2987757,acc_00524,2026-06-02 04:09:19,29.0,purchase,W,unknown_device,False
2987758,acc_00151,2026-06-02 04:09:29,23.201,purchase,C,CAM-L03 Build/HUAWEICAM-L03,False
2987759,acc_00525,2026-06-02 04:09:31,200.0,purchase,W,unknown_device,False
2987760,acc_00526,2026-06-02 04:09:44,112.99,purchase,W,unknown_device,False
2987761,acc_00527,2026-06-02 04:09:45,78.95,purchase,W,unknown_device,False
2987762,acc_00528,2026-06-02 04:10:12,129.95,purchase,W,unknown_device,False
2987763,acc_00529,2026-06-02 04:11:51,100.0,purchase,R,RCT6303W87M7 Build/MRA58K,False
2987764,acc_00530,2026-06-02 04:12:29,50.0,purchase,W,unknown_device,False
2987765,acc_00531,2026-06-02 04:12:52,600.0,purchase,W,unknown_device,False
2987766,acc_00210,2026-06-02 04:13:09,64.529,purchase,C,M4 SS4451 Build/LMY47D,False
2987767,acc_00532,2026-06-02 04:13:10,209.95,purchase,W,unknown_device,False
2987768,acc_00533,2026-06-02 04:13:50,10.755,purchase,C,unknown_device,False
2987769,acc_00048,2026-06-02 04:14:38,14.501,purchase,C,Windows,False
2987770,acc_00489,2026-06-02 04:14:47,53.97,purchase,W,unknown_device,False
2987771,acc_00193,2026-06-02 04:15:23,25.0,purchase,H,iOS Device,False
2987772,acc_00188,2026-06-02 04:16:31,30.95,purchase,W,synthetic_device_ring_002,False
2987773,acc_00534,2026-06-02 04:17:48,600.0,purchase,W,unknown_device,False
2987774,acc_00535,2026-06-02 04:18:03,65.0,purchase,H,iOS Device,False
2987775,acc_00536,2026-06-02 04:18:10,107.95,purchase,W,unknown_device,False
2987776,acc_00337,2026-06-02 04:19:56,650.0,purchase,W,unknown_device,False
2987777,acc_00119,2026-06-02 04:20:57,150.929,purchase,C,Windows,False
2987778,acc_00537,2026-06-02 04:21:53,890.95,purchase,W,unknown_device,False
2987779,acc_00538,2026-06-02 04:22:34,10.0,purchase,S,KFFOWI Build/LVY48F,True
2987780,acc_00539,2026-06-02 04:23:08,10.0,purchase,S,KFFOWI Build/LVY48F,True
2987781,acc_00539,2026-06-02 04:23:13,10.0,purchase,S,KFFOWI Build/LVY48F,True
2987782,acc_00540,2026-06-02 04:23:39,58.95,purchase,W,unknown_device,False
2987783,acc_00541,2026-06-02 04:24:21,99.95,purchase,W,unknown_device,False
2987784,acc_00048,2026-06-02 04:25:10,14.26,purchase,C,unknown_device,False
2987785,acc_00542,2026-06-02 04:25:26,45.0,purchase,H,iOS Device,False
2987786,acc_00536,2026-06-02 04:25:37,209.95,purchase,W,unknown_device,False
2987787,acc_00337,2026-06-02 04:25:48,724.0,purchase,W,unknown_device,False
2987788,acc_00542,2026-06-02 04:26:09,45.0,purchase,H,iOS Device,False
2987789,acc_00048,2026-06-02 04:26:17,24.228,purchase,C,unknown_device,False
2987790,acc_00543,2026-06-02 04:26:19,100.0,purchase,H,rv:56.0,False
2987791,acc_00544,2026-06-02 04:26:37,85.192,purchase,C,unknown_device,False
2987792,acc_00048,2026-06-02 04:27:32,20.18,purchase,C,Moto E (4) Build/NMA26.42-19,False
2987793,acc_00545,2026-06-02 04:29:06,20.0,purchase,W,unknown_device,False
2987794,acc_00546,2026-06-02 04:29:57,25.95,purchase,W,unknown_device,False
2987795,acc_00011,2026-06-02 04:30:30,10.755,purchase,C,SAMSUNG,False
2987796,acc_00547,2026-06-02 04:30:33,30.0,purchase,H,SM-G930V Build/NRD90M,False
2987797,acc_00215,2026-06-02 04:30:40,20.95,purchase,W,unknown_device,False
2987798,acc_00548,2026-06-02 04:30:55,108.5,purchase,W,unknown_device,False
2987799,acc_00549,2026-06-02 04:32:12,107.95,purchase,W,unknown_device,False
2987800,acc_00154,2026-06-02 04:32:12,23.926,purchase,C,E2306 Build/26.3.A.1.33,False
2987801,acc_00550,2026-06-02 04:34:57,317.5,purchase,W,unknown_device,False
2987802,acc_00094,2026-06-02 04:36:39,89.36,purchase,W,unknown_device,False
2987803,acc_00551,2026-06-02 04:37:21,2325.97,purchase,W,unknown_device,False
2987804,acc_00457,2026-06-02 04:38:41,63.26,purchase,C,unknown_device,False
2987805,acc_00552,2026-06-02 04:39:04,50.0,purchase,W,unknown_device,False
2987806,acc_00553,2026-06-02 04:39:35,44.95,purchase,W,unknown_device,False
2987807,acc_00554,2026-06-02 04:39:49,34.0,purchase,W,unknown_device,False
2987808,acc_00555,2026-06-02 04:39:50,59.0,purchase,W,unknown_device,False
2987809,acc_00356,2026-06-02 04:39:57,30.95,purchase,W,unknown_device,False
2987810,acc_00556,2026-06-02 04:39:58,261.95,purchase,W,unknown_device,False
2987811,acc_00557,2026-06-02 04:41:04,42.95,purchase,W,unknown_device,False
2987812,acc_00558,2026-06-02 04:41:37,49.41,purchase,W,unknown_device,False
2987813,acc_00559,2026-06-02 04:42:09,58.95,purchase,W,unknown_device,False
2987814,acc_00097,2026-06-02 04:43:29,279.95,purchase,W,unknown_device,False
2987815,acc_00560,2026-06-02 04:44:28,129.299,purchase,C,Windows,False
2987816,acc_00561,2026-06-02 04:44:46,714.72,purchase,W,unknown_device,False
2987817,acc_00552,2026-06-02 04:46:30,254.0,purchase,W,unknown_device,False
2987818,acc_00562,2026-06-02 04:46:37,12.0,purchase,W,unknown_device,False
2987819,acc_00239,2026-06-02 04:47:42,90.993,purchase,C,unknown_device,False
2987820,acc_00563,2026-06-02 04:48:08,80.963,purchase,C,Windows,False
2987821,acc_00564,2026-06-02 04:48:18,400.0,purchase,R,MacOS,False
2987822,acc_00551,2026-06-02 04:49:11,100.0,purchase,W,unknown_device,False
2987823,acc_00565,2026-06-02 04:49:38,100.0,purchase,W,unknown_device,False
2987824,acc_00566,2026-06-02 04:49:56,554.0,purchase,W,unknown_device,False
2987825,acc_00567,2026-06-02 04:49:57,44.892,purchase,C,Ilium L910 Build/MRA58K,False
2987826,acc_00568,2026-06-02 04:50:21,824.95,purchase,W,synthetic_device_ring_001,False
2987827,acc_00569,2026-06-02 04:51:21,42.05,purchase,W,unknown_device,False
2987828,acc_00195,2026-06-02 04:51:21,64.649,purchase,C,Windows,False
2987829,acc_00570,2026-06-02 04:54:44,50.0,purchase,H,Windows,False
2987830,acc_00571,2026-06-02 04:56:23,60.0,purchase,W,unknown_device,False
2987831,acc_00166,2026-06-02 04:56:53,125.0,purchase,R,iOS Device,False
2987832,acc_00215,2026-06-02 04:57:19,160.5,purchase,W,unknown_device,False
2987833,acc_00572,2026-06-02 04:58:40,44.5,purchase,W,unknown_device,False
2987834,acc_00470,2026-06-02 04:58:53,20.0,purchase,S,Windows,False
2987835,acc_00048,2026-06-02 05:03:41,25.86,purchase,C,unknown_device,False
2987836,acc_00573,2026-06-02 05:04:16,482.95,purchase,W,unknown_device,False
2987837,acc_00069,2026-06-02 05:06:05,41.811,purchase,C,SM-J700M Build/MMB29K,False
2987838,acc_00397,2026-06-02 05:09:11,51.357,purchase,C,Windows,False
2987839,acc_00563,2026-06-02 05:09:26,80.963,purchase,C,Windows,False
2987840,acc_00574,2026-06-02 05:14:31,117.0,purchase,W,unknown_device,False
2987841,acc_00575,2026-06-02 05:15:24,226.0,purchase,W,unknown_device,False
2987842,acc_00576,2026-06-02 05:15:40,1285.5,purchase,W,unknown_device,False
2987843,acc_00577,2026-06-02 05:18:24,117.0,purchase,W,unknown_device,False
2987844,acc_00578,2026-06-02 05:18:35,21.389,purchase,C,Windows,False
2987845,acc_00557,2026-06-02 05:18:47,42.95,purchase,W,unknown_device,False
2987846,acc_00579,2026-06-02 05:18:57,554.0,purchase,W,unknown_device,False
2987847,acc_00166,2026-06-02 05:19:53,200.0,purchase,R,MacOS,False
2987848,acc_00151,2026-06-02 05:20:54,54.015,purchase,C,GT-I9300,False
2987849,acc_00397,2026-06-02 05:20:59,42.294,purchase,C,Windows,False
2987850,acc_00580,2026-06-02 05:21:31,100.0,purchase,H,Windows,False
2987851,acc_00575,2026-06-02 05:22:05,213.0,purchase,W,unknown_device,False
2987852,acc_00581,2026-06-02 05:23:10,289.95,purchase,W,unknown_device,False
2987853,acc_00563,2026-06-02 05:23:16,80.963,purchase,C,Windows,False
2987854,acc_00151,2026-06-02 05:23:59,118.423,purchase,C,Windows,False
2987855,acc_00582,2026-06-02 05:24:37,75.0,purchase,H,iOS Device,False
2987856,acc_00250,2026-06-02 05:24:38,57.95,purchase,W,unknown_device,False
2987857,acc_00048,2026-06-02 05:24:43,19.999,purchase,C,LG-H420 Build/LRX21Y,False
2987858,acc_00097,2026-06-02 05:24:55,57.95,purchase,W,unknown_device,False
2987859,acc_00583,2026-06-02 05:26:50,280.0,purchase,W,unknown_device,False
2987860,acc_00097,2026-06-02 05:27:54,47.95,purchase,W,unknown_device,False
2987861,acc_00584,2026-06-02 05:28:49,100.0,purchase,W,unknown_device,False
2987862,acc_00585,2026-06-02 05:29:32,50.0,purchase,H,Windows,False
2987863,acc_00501,2026-06-02 05:31:00,40.0,purchase,W,unknown_device,False
2987864,acc_00468,2026-06-02 05:31:37,49.0,purchase,W,unknown_device,False
2987865,acc_00036,2026-06-02 05:32:38,226.0,purchase,W,unknown_device,False
2987866,acc_00586,2026-06-02 05:32:41,57.95,purchase,W,unknown_device,False
2987867,acc_00584,2026-06-02 05:33:44,107.95,purchase,W,unknown_device,False
2987868,acc_00154,2026-06-02 05:34:59,12.024,purchase,C,unknown_device,False
2987869,acc_00119,2026-06-02 05:36:43,83.38,purchase,C,Windows NT 6.2,True
2987870,acc_00587,2026-06-02 05:36:53,57.95,purchase,W,unknown_device,False
2987871,acc_00588,2026-06-02 05:36:59,49.0,purchase,W,unknown_device,False
2987872,acc_00412,2026-06-02 05:37:13,37.46,purchase,C,XT1032 Build/LPBS23.13-56-2,False
2987873,acc_00589,2026-06-02 05:38:24,25.0,purchase,H,Windows,False
2987874,acc_00521,2026-06-02 05:38:49,265.0,purchase,W,unknown_device,False
2987875,acc_00590,2026-06-02 05:38:59,57.95,purchase,W,unknown_device,False
2987876,acc_00132,2026-06-02 05:39:18,57.95,purchase,W,unknown_device,False
2987877,acc_00532,2026-06-02 05:39:23,59.0,purchase,W,unknown_device,False
2987878,acc_00347,2026-06-02 05:39:28,265.01,purchase,W,unknown_device,False
2987879,acc_00480,2026-06-02 05:44:10,40.0,purchase,W,unknown_device,False
2987880,acc_00591,2026-06-02 05:44:52,57.95,purchase,W,unknown_device,False
2987881,acc_00048,2026-06-02 05:46:11,6.888,purchase,C,unknown_device,False
2987882,acc_00592,2026-06-02 05:46:27,418.0,purchase,W,unknown_device,False
2987883,acc_00593,2026-06-02 05:46:33,16.95,purchase,W,unknown_device,False
2987884,acc_00594,2026-06-02 05:46:54,48.95,purchase,W,unknown_device,False
2987885,acc_00048,2026-06-02 05:47:41,43.986,purchase,C,GT-I9060M Build/KTU84P,False
2987886,acc_00317,2026-06-02 05:52:18,36.373,purchase,C,unknown_device,False
2987887,acc_00011,2026-06-02 05:53:15,50.149,purchase,C,unknown_device,False
2987888,acc_00595,2026-06-02 05:54:49,403.0,purchase,W,unknown_device,False
2987889,acc_00596,2026-06-02 05:55:40,211.4,purchase,W,unknown_device,False
2987890,acc_00036,2026-06-02 05:55:41,226.0,purchase,W,unknown_device,False
2987891,acc_00597,2026-06-02 05:56:35,25.0,purchase,W,unknown_device,False
2987892,acc_00598,2026-06-02 05:56:36,77.0,purchase,W,unknown_device,False
2987893,acc_00048,2026-06-02 05:56:37,109.36,purchase,C,unknown_device,False
2987894,acc_00521,2026-06-02 05:56:48,280.0,purchase,W,unknown_device,False
2987895,acc_00473,2026-06-02 05:57:29,16.012,purchase,C,Trident/7.0,False
2987896,acc_00599,2026-06-02 05:58:20,57.95,purchase,W,unknown_device,False
2987897,acc_00036,2026-06-02 05:59:57,207.95,purchase,W,unknown_device,False
2987898,acc_00600,2026-06-02 02:47:09,171.0,purchase,W,unknown_device,False
2987899,acc_00601,2026-06-02 06:00:37,47.95,purchase,W,unknown_device,False
2987900,acc_00474,2026-06-02 06:01:01,16.012,purchase,C,Trident/7.0,False
2987901,acc_00473,2026-06-02 06:02:07,59.574,purchase,C,unknown_device,False
2987902,acc_00602,2026-06-02 06:03:17,48.95,purchase,W,unknown_device,False
2987903,acc_00186,2026-06-02 06:03:46,107.95,purchase,W,unknown_device,False
2987904,acc_00036,2026-06-02 06:03:49,57.95,purchase,W,unknown_device,False
2987905,acc_00185,2026-06-02 06:07:40,291.95,purchase,W,unknown_device,False
2987906,acc_00603,2026-06-02 06:08:10,153.0,purchase,W,unknown_device,False
2987907,acc_00604,2026-06-02 06:09:05,50.0,purchase,H,iOS Device,False
2987908,acc_00605,2026-06-02 06:09:10,80.0,purchase,W,unknown_device,False
2987909,acc_00045,2026-06-02 06:09:44,107.95,purchase,W,unknown_device,False
2987910,acc_00193,2026-06-02 06:10:00,70.0,purchase,W,unknown_device,False
2987911,acc_00606,2026-06-02 06:10:03,450.0,purchase,W,unknown_device,False
2987912,acc_00048,2026-06-02 06:10:54,83.198,purchase,C,unknown_device,False
2987913,acc_00607,2026-06-02 06:11:32,100.0,purchase,W,unknown_device,False
2987914,acc_00608,2026-06-02 06:11:52,160.0,purchase,W,unknown_device,False
2987915,acc_00609,2026-06-02 06:12:19,822.47,purchase,W,unknown_device,False
2987916,acc_00610,2026-06-02 06:12:29,325.0,purchase,W,unknown_device,False
2987917,acc_00048,2026-06-02 06:12:37,83.198,purchase,C,unknown_device,False
2987918,acc_00611,2026-06-02 06:13:09,123.5,purchase,W,unknown_device,False
2987919,acc_00557,2026-06-02 06:13:28,42.95,purchase,W,unknown_device,False
2987920,acc_00592,2026-06-02 06:13:41,171.0,purchase,W,unknown_device,False
2987921,acc_00612,2026-06-02 06:13:56,75.95,purchase,W,unknown_device,False
2987922,acc_00607,2026-06-02 06:14:22,105.95,purchase,W,unknown_device,False
2987923,acc_00613,2026-06-02 06:15:12,774.0,purchase,W,unknown_device,True
2987924,acc_00606,2026-06-02 06:15:41,488.0,purchase,W,unknown_device,False
2987925,acc_00614,2026-06-02 06:15:49,240.0,purchase,W,unknown_device,False
2987926,acc_00011,2026-06-02 06:15:58,23.926,purchase,C,unknown_device,False
2987927,acc_00615,2026-06-02 06:17:23,117.0,purchase,W,unknown_device,False
2987928,acc_00474,2026-06-02 06:17:38,16.918,purchase,C,Trident/7.0,False
2987929,acc_00069,2026-06-02 06:18:08,18.67,purchase,C,Windows,False
2987930,acc_00615,2026-06-02 06:18:16,305.0,purchase,W,unknown_device,False
2987931,acc_00616,2026-06-02 06:18:34,265.0,purchase,W,unknown_device,False
2987932,acc_00011,2026-06-02 06:18:49,23.926,purchase,C,unknown_device,False
2987933,acc_00617,2026-06-02 06:19:06,113.0,purchase,W,unknown_device,False
2987934,acc_00607,2026-06-02 06:19:13,105.95,purchase,W,unknown_device,False
2987935,acc_00618,2026-06-02 06:19:42,35.95,purchase,W,unknown_device,False
2987936,acc_00612,2026-06-02 06:19:43,77.0,purchase,W,unknown_device,False
2987937,acc_00619,2026-06-02 06:19:48,300.0,purchase,W,unknown_device,False
2987938,acc_00620,2026-06-02 06:20:02,15.0,purchase,H,iOS Device,False
2987939,acc_00186,2026-06-02 06:20:17,46.95,purchase,W,unknown_device,False
2987940,acc_00531,2026-06-02 06:20:28,600.0,purchase,W,unknown_device,False
2987941,acc_00621,2026-06-02 06:20:31,50.0,purchase,W,unknown_device,False
2987942,acc_00592,2026-06-02 06:20:31,226.0,purchase,W,unknown_device,False
2987943,acc_00622,2026-06-02 06:21:42,50.0,purchase,W,unknown_device,False
2987944,acc_00621,2026-06-02 06:21:29,164.95,purchase,W,unknown_device,False
2987945,acc_00623,2026-06-02 06:21:29,68.95,purchase,W,unknown_device,False
2987946,acc_00612,2026-06-02 06:22:26,408.5,purchase,W,unknown_device,False
2987947,acc_00614,2026-06-02 06:22:47,171.0,purchase,W,unknown_device,False
2987948,acc_00624,2026-06-02 06:22:53,100.0,purchase,W,unknown_device,False
2987949,acc_00446,2026-06-02 06:23:34,30.0,purchase,W,unknown_device,False
2987950,acc_00087,2026-06-02 06:23:37,100.0,purchase,W,unknown_device,False
2987951,acc_00544,2026-06-02 06:23:55,14.138,purchase,C,Windows,False
2987952,acc_00625,2026-06-02 06:25:03,107.95,purchase,W,unknown_device,False
2987953,acc_00626,2026-06-02 06:25:49,47.95,purchase,W,unknown_device,False
2987954,acc_00603,2026-06-02 06:25:59,179.95,purchase,W,unknown_device,False
2987955,acc_00606,2026-06-02 06:26:05,450.0,purchase,W,unknown_device,False
2987956,acc_00621,2026-06-02 06:26:07,226.0,purchase,W,unknown_device,False
2987957,acc_00048,2026-06-02 06:26:37,39.394,purchase,C,rv:38.0,False
2987958,acc_00612,2026-06-02 06:27:05,60.0,purchase,W,unknown_device,False
2987959,acc_00612,2026-06-02 06:27:38,73.97,purchase,W,unknown_device,False
2987960,acc_00605,2026-06-02 06:28:50,97.0,purchase,W,unknown_device,False
2987961,acc_00627,2026-06-02 06:30:37,226.0,purchase,W,unknown_device,False
2987962,acc_00542,2026-06-02 06:33:35,250.0,purchase,W,unknown_device,False
2987963,acc_00628,2026-06-02 06:33:41,59.0,purchase,W,unknown_device,False
2987964,acc_00239,2026-06-02 06:35:13,25.86,purchase,C,Moto G (4) Build/NPJS25.93-14-10,False
2987965,acc_00629,2026-06-02 06:36:02,35.0,purchase,H,iOS Device,False
2987966,acc_00007,2026-06-02 06:38:06,117.0,purchase,W,unknown_device,False
2987967,acc_00592,2026-06-02 06:38:18,365.0,purchase,W,unknown_device,False
2987968,acc_00048,2026-06-02 06:38:19,14.138,purchase,C,unknown_device,False
2987969,acc_00630,2026-06-02 06:39:32,15.0,purchase,S,iOS Device,False
2987970,acc_00616,2026-06-02 06:41:43,250.0,purchase,W,unknown_device,False
2987971,acc_00553,2026-06-02 06:41:59,44.95,purchase,W,unknown_device,False
2987972,acc_00631,2026-06-02 06:42:58,88.938,purchase,C,unknown_device,False
2987973,acc_00375,2026-06-02 06:43:18,1473.95,purchase,W,unknown_device,False
2987974,acc_00553,2026-06-02 06:44:41,34.95,purchase,W,unknown_device,False
2987975,acc_00616,2026-06-02 06:44:57,67.95,purchase,W,unknown_device,False
2987976,acc_00632,2026-06-02 06:47:06,36.95,purchase,W,unknown_device,False
2987977,acc_00531,2026-06-02 06:47:46,400.0,purchase,W,unknown_device,False
2987978,acc_00633,2026-06-02 06:48:19,57.95,purchase,W,unknown_device,False
2987979,acc_00634,2026-06-02 06:48:34,117.0,purchase,W,unknown_device,False
2987980,acc_00616,2026-06-02 06:48:56,46.95,purchase,W,unknown_device,False
2987981,acc_00446,2026-06-02 06:49:10,30.0,purchase,W,unknown_device,False
2987982,acc_00635,2026-06-02 06:52:20,150.0,purchase,W,unknown_device,False
2987983,acc_00446,2026-06-02 06:52:35,31.0,purchase,W,unknown_device,False
2987984,acc_00633,2026-06-02 06:53:16,70.0,purchase,W,unknown_device,False
2987985,acc_00636,2026-06-02 06:54:14,445.0,purchase,W,unknown_device,False
2987986,acc_00637,2026-06-02 06:55:49,117.0,purchase,W,unknown_device,False
2987987,acc_00638,2026-06-02 06:58:23,300.0,purchase,W,unknown_device,False
2987988,acc_00639,2026-06-02 06:58:48,57.95,purchase,W,unknown_device,False
2987989,acc_00631,2026-06-02 06:59:59,88.938,purchase,C,Windows,False
2987990,acc_00638,2026-06-02 07:01:57,335.0,purchase,W,unknown_device,False
2987991,acc_00640,2026-06-02 07:02:39,82.95,purchase,W,unknown_device,False
2987992,acc_00641,2026-06-02 07:03:45,20.0,purchase,W,unknown_device,False
2987993,acc_00642,2026-06-02 07:04:45,27.95,purchase,W,unknown_device,False
2987994,acc_00616,2026-06-02 07:05:18,20.0,purchase,W,unknown_device,False
2987995,acc_00008,2026-06-02 07:07:20,57.95,purchase,W,unknown_device,False
2987996,acc_00572,2026-06-02 07:07:50,100.0,purchase,W,unknown_device,False
2987997,acc_00557,2026-06-02 07:08:15,36.0,purchase,W,unknown_device,False
2987998,acc_00643,2026-06-02 07:08:45,800.0,purchase,W,unknown_device,False
2987999,acc_00531,2026-06-02 07:09:11,400.0,purchase,W,unknown_device,False
2988000,acc_00592,2026-06-02 07:09:14,213.0,purchase,W,unknown_device,False
2988001,acc_00612,2026-06-02 07:09:42,160.0,purchase,W,unknown_device,False
2988002,acc_00611,2026-06-02 07:10:04,150.0,purchase,W,unknown_device,False
2988003,acc_00604,2026-06-02 07:10:25,311.95,purchase,W,unknown_device,False
2988004,acc_00615,2026-06-02 07:10:37,141.0,purchase,W,unknown_device,False
2988005,acc_00644,2026-06-02 07:10:58,188.0,purchase,W,unknown_device,False
2988006,acc_00638,2026-06-02 07:11:07,300.0,purchase,W,unknown_device,False
2988007,acc_00186,2026-06-02 07:11:26,59.0,purchase,W,unknown_device,False
2988008,acc_00072,2026-06-02 07:12:46,28.519,purchase,C,Windows,False
2988009,acc_00607,2026-06-02 07:14:05,59.0,purchase,W,unknown_device,False
2988010,acc_00644,2026-06-02 07:14:27,265.0,purchase,W,unknown_device,False
2988011,acc_00638,2026-06-02 07:14:53,335.0,purchase,W,unknown_device,False
2988012,acc_00615,2026-06-02 07:15:23,226.0,purchase,W,unknown_device,False
2988013,acc_00612,2026-06-02 07:15:24,169.95,purchase,W,unknown_device,False
2988014,acc_00645,2026-06-02 07:15:33,445.0,purchase,W,unknown_device,False
2988015,acc_00646,2026-06-02 07:17:17,50.0,purchase,H,iOS Device,False
2988016,acc_00557,2026-06-02 07:17:34,42.95,purchase,W,unknown_device,False
2988017,acc_00612,2026-06-02 07:17:36,169.95,purchase,W,unknown_device,False
2988018,acc_00647,2026-06-02 07:19:05,50.0,purchase,H,iOS Device,False
2988019,acc_00592,2026-06-02 07:19:26,226.0,purchase,W,unknown_device,False
2988020,acc_00648,2026-06-02 07:20:26,117.0,purchase,W,unknown_device,False
2988021,acc_00647,2026-06-02 07:20:41,50.0,purchase,H,iOS Device,False
2988022,acc_00649,2026-06-02 07:22:14,42.95,purchase,W,unknown_device,False
2988023,acc_00612,2026-06-02 07:23:22,60.0,purchase,W,unknown_device,False
2988024,acc_00650,2026-06-02 07:24:06,45.0,purchase,W,unknown_device,False
2988025,acc_00651,2026-06-02 07:24:33,92.0,purchase,W,unknown_device,False
2988026,acc_00652,2026-06-02 07:25:27,75.0,purchase,W,unknown_device,False
2988027,acc_00636,2026-06-02 07:25:44,35.0,purchase,W,unknown_device,False
