account_id,created_at,device_id,ip_subnet,payment_token,billing_address_hash,is_ring_member,ring_id
acc_00351,2026-06-02 02:09:34,unknown_device,unknown,2336,327.0,False,
acc_00352,2026-06-02 02:10:09,SAMSUNG SM-G930T Build/NRD90M,unknown,3682,315.0,False,
acc_00353,2026-06-02 02:10:12,unknown_device,unknown,1214,181.0,False,
acc_00354,2026-06-02 02:10:58,unknown_device,unknown,10960,191.0,False,
acc_00355,2026-06-02 02:11:37,unknown_device,unknown,13481,325.0,False,
acc_00356,2026-06-02 02:12:09,unknown_device,unknown,17131,264.0,False,
acc_00357,2026-06-02 02:12:13,unknown_device,unknown,2845,315.0,False,
acc_00358,2026-06-02 02:13:12,unknown_device,unknown,15066,184.0,False,
acc_00359,2026-06-02 02:14:25,unknown_device,unknown,11199,325.0,False,
acc_00360,2026-06-02 02:15:38,unknown_device,unknown,10486,204.0,False,
acc_00361,2026-06-02 02:15:55,unknown_device,unknown,16075,123.0,False,
acc_00362,2026-06-02 02:16:21,Windows,unknown,16873,315.0,False,
acc_00363,2026-06-02 02:17:01,unknown_device,unknown,11207,204.0,False,
acc_00364,2026-06-02 02:17:02,MacOS,unknown,18092,204.0,False,
acc_00365,2026-06-02 02:17:20,unknown_device,unknown,2392,272.0,False,
acc_00366,2026-06-02 02:18:39,unknown_device,unknown,14035,327.0,False,
acc_00367,2026-06-02 02:18:46,unknown_device,unknown,5613,204.0,False,
acc_00368,2026-06-02 02:19:28,unknown_device,unknown,14823,315.0,False,
acc_00369,2026-06-02 02:20:03,unknown_device,unknown,17129,444.0,False,
acc_00370,2026-06-02 02:20:29,unknown_device,unknown,12686,498.0,False,
acc_00371,2026-06-02 02:20:51,unknown_device,unknown,7377,204.0,False,
acc_00372,2026-06-02 02:21:06,unknown_device,unknown,15242,264.0,False,
acc_00373,2026-06-02 02:21:48,unknown_device,unknown,9992,299.0,False,
acc_00374,2026-06-02 02:21:52,Windows,unknown,7508,-1.0,False,
acc_00375,2026-06-02 02:22:36,unknown_device,unknown,6697,299.0,False,
acc_00376,2026-06-02 02:26:31,unknown_device,unknown,13809,325.0,False,
acc_00377,2026-06-02 02:27:32,unknown_device,unknown,4090,310.0,False,
acc_00378,2026-06-02 02:27:33,MacOS,unknown,9803,476.0,False,
acc_00379,2026-06-02 02:28:07,Trident/7.0,unknown,10486,330.0,False,
acc_00380,2026-06-02 02:28:19,unknown_device,unknown,15066,220.0,False,
acc_00381,2026-06-02 02:29:26,iOS Device,unknown,7508,420.0,False,
acc_00382,2026-06-02 02:30:00,KYOCERA-C6742A Build/LMY47V,unknown,13307,203.0,False,
acc_00383,2026-06-02 02:30:01,unknown_device,unknown,16437,325.0,False,
acc_00384,2026-06-02 02:30:05,iOS Device,unknown,6019,498.0,False,
acc_00385,2026-06-02 02:30:42,unknown_device,unknown,7919,327.0,False,
acc_00386,2026-06-02 02:30:43,unknown_device,unknown,11653,177.0,False,
acc_00387,2026-06-02 02:30:56,iOS Device,unknown,14479,327.0,False,
acc_00388,2026-06-02 02:33:08,MacOS,unknown,7322,122.0,False,
acc_00389,2026-06-02 02:35:38,Windows,unknown,16136,-1.0,False,
acc_00390,2026-06-02 02:36:57,unknown_device,unknown,7482,325.0,False,
acc_00391,2026-06-02 02:36:58,unknown_device,unknown,7364,226.0,False,
acc_00392,2026-06-02 02:37:33,unknown_device,unknown,7508,310.0,False,
acc_00393,2026-06-02 02:37:39,Windows,unknown,8034,225.0,False,
acc_00394,2026-06-02 02:37:57,iOS Device,unknown,4436,330.0,False,
acc_00395,2026-06-02 02:38:55,unknown_device,unknown,16560,498.0,False,
acc_00396,2026-06-02 02:40:14,unknown_device,unknown,9440,177.0,False,
acc_00397,2026-06-02 02:41:00,F3113 Build/33.2.A.4.70,unknown,2801,-1.0,False,
acc_00398,2026-06-02 02:41:08,Trident/7.0,unknown,16075,325.0,False,
acc_00399,2026-06-02 02:41:33,unknown_device,unknown,12734,-1.0,False,
acc_00400,2026-06-02 02:42:29,unknown_device,unknown,12581,123.0,False,
acc_00401,2026-06-02 02:43:02,iOS Device,unknown,6019,310.0,False,
acc_00402,2026-06-02 02:43:56,unknown_device,unknown,17188,122.0,False,
acc_00403,2026-06-02 02:44:21,iOS Device,unknown,9808,327.0,False,
acc_00404,2026-06-02 02:44:44,unknown_device,unknown,12469,315.0,False,
acc_00405,2026-06-02 02:45:54,unknown_device,unknown,16326,225.0,False,
acc_00406,2026-06-02 02:46:16,Windows,unknown,3682,231.0,False,
acc_00407,2026-06-02 02:46:18,unknown_device,unknown,2377,476.0,False,
acc_00408,2026-06-02 02:46:25,unknown_device,unknown,16085,204.0,False,
acc_00409,2026-06-02 02:46:30,unknown_device,unknown,6053,433.0,False,
acc_00410,2026-06-02 02:47:07,unknown_device,unknown,6394,203.0,False,
acc_00411,2026-06-02 02:47:48,unknown_device,unknown,9100,205.0,False,
acc_00412,2026-06-02 02:47:50,Windows,unknown,15257,-1.0,False,
acc_00413,2026-06-02 02:47:54,unknown_device,unknown,3699,444.0,False,
acc_00414,2026-06-02 02:48:11,iOS Device,unknown,7034,315.0,False,
acc_00415,2026-06-02 02:48:40,unknown_device,unknown,4387,191.0,False,
acc_00416,2026-06-02 02:48:42,D5306 Build/19.4.A.0.182,unknown,7949,-1.0,False,
acc_00417,2026-06-02 02:48:55,synthetic_device_ring_001,unknown,2455,299.0,True,ring_001
acc_00418,2026-06-02 02:49:39,Windows,unknown,1893,330.0,False,
acc_00419,2026-06-02 02:50:47,unknown_device,unknown,16085,123.0,False,
acc_00420,2026-06-02 02:51:35,Windows,unknown,8503,343.0,False,
acc_00421,2026-06-02 02:51:43,unknown_device,unknown,8024,264.0,False,
acc_00422,2026-06-02 02:52:22,unknown_device,unknown,6530,synthetic_addr_ring_005,True,ring_005
acc_00423,2026-06-02 02:52:30,unknown_device,unknown,16521,428.0,False,
acc_00424,2026-06-02 02:53:00,unknown_device,unknown,7585,143.0,False,
acc_00425,2026-06-02 02:53:40,Windows,unknown,10744,204.0,False,
acc_00426,2026-06-02 02:54:23,Windows,unknown,16746,-1.0,False,
acc_00427,2026-06-02 02:54:25,unknown_device,unknown,15484,433.0,False,
acc_00428,2026-06-02 02:54:31,unknown_device,unknown,10057,204.0,False,
acc_00429,2026-06-02 02:54:36,unknown_device,unknown,10493,299.0,False,
acc_00430,2026-06-02 02:55:05,unknown_device,unknown,15484,264.0,False,
acc_00431,2026-06-02 02:55:37,unknown_device,unknown,14661,264.0,False,
acc_00432,2026-06-02 02:56:26,unknown_device,unknown,12839,512.0,False,
acc_00433,2026-06-02 02:57:54,Windows,unknown,7861,330.0,False,
acc_00434,2026-06-02 02:58:59,unknown_device,unknown,15066,299.0,False,
acc_00435,2026-06-02 02:59:02,Windows,unknown,7585,441.0,False,
acc_00436,2026-06-02 02:59:02,unknown_device,unknown,10686,264.0,False,
acc_00437,2026-06-02 03:01:33,iOS Device,unknown,synthetic_token_ring_004,272.0,True,ring_004
acc_00438,2026-06-02 03:01:47,unknown_device,unknown,10486,476.0,False,
acc_00439,2026-06-02 03:03:20,unknown_device,unknown,4079,325.0,False,
acc_00440,2026-06-02 03:03:23,unknown_device,unknown,4494,251.0,False,
acc_00441,2026-06-02 03:03:38,unknown_device,unknown,11233,272.0,False,
acc_00442,2026-06-02 03:03:39,M4 SS4457 Build/MRA58K,unknown,18301,-1.0,False,
acc_00443,2026-06-02 03:04:09,Windows,unknown,13346,-1.0,False,
acc_00444,2026-06-02 03:04:30,unknown_device,unknown,13623,498.0,False,
acc_00445,2026-06-02 03:07:42,MacOS,unknown,13844,264.0,False,
acc_00446,2026-06-02 03:07:44,unknown_device,unknown,12741,143.0,False,
acc_00447,2026-06-02 03:09:17,unknown_device,unknown,14208,191.0,False,
acc_00448,2026-06-02 03:09:44,unknown_device,unknown,9992,110.0,False,
acc_00449,2026-06-02 03:10:34,unknown_device,unknown,8880,110.0,False,
acc_00450,2026-06-02 03:11:00,unknown_device,unknown,4770,143.0,False,
acc_00451,2026-06-02 03:11:23,unknown_device,unknown,9680,436.0,False,
acc_00452,2026-06-02 03:11:56,unknown_device,unknown,6021,177.0,False,
acc_00453,2026-06-02 03:12:34,unknown_device,unknown,5173,110.0,False,
acc_00454,2026-06-02 03:13:55,Windows,unknown,14902,441.0,False,
acc_00455,2026-06-02 03:14:06,unknown_device,unknown,1342,325.0,False,
acc_00456,2026-06-02 03:15:27,unknown_device,unknown,1814,184.0,False,
acc_00457,2026-06-02 03:15:50,SAMSUNG SM-G935F Build/NRD90M,unknown,11201,-1.0,False,
acc_00458,2026-06-02 03:16:06,unknown_device,unknown,12806,272.0,False,
acc_00459,2026-06-02 03:18:53,unknown_device,unknown,7542,226.0,False,
acc_00460,2026-06-02 03:18:54,unknown_device,unknown,17480,512.0,False,
acc_00461,2026-06-02 03:18:59,Windows,unknown,2616,126.0,False,
acc_00462,2026-06-02 03:19:19,unknown_device,unknown,6530,143.0,False,
acc_00463,2026-06-02 03:19:20,unknown_device,unknown,2646,143.0,False,
acc_00464,2026-06-02 03:21:39,unknown_device,unknown,6209,181.0,False,
acc_00465,2026-06-02 03:23:06,unknown_device,unknown,8431,433.0,False,
acc_00466,2026-06-02 03:24:36,unknown_device,unknown,11181,204.0,False,
acc_00467,2026-06-02 03:24:55,unknown_device,unknown,4121,325.0,False,
acc_00468,2026-06-02 03:25:24,unknown_device,unknown,9400,315.0,False,
acc_00469,2026-06-02 03:26:39,unknown_device,unknown,13335,-1.0,False,
acc_00470,2026-06-02 03:27:12,unknown_device,unknown,6730,469.0,False,
acc_00471,2026-06-02 03:27:13,unknown_device,unknown,7676,512.0,False,
acc_00472,2026-06-02 03:27:15,unknown_device,unknown,15063,310.0,False,
acc_00473,2026-06-02 03:27:24,Trident/7.0,unknown,16062,-1.0,False,
acc_00474,2026-06-02 03:31:11,unknown_device,unknown,5365,-1.0,False,
acc_00475,2026-06-02 03:31:34,unknown_device,unknown,17188,194.0,False,
acc_00476,2026-06-02 03:32:50,Trident/7.0,unknown,9917,-1.0,False,
acc_00477,2026-06-02 03:33:09,unknown_device,unknown,10112,204.0,False,
acc_00478,2026-06-02 03:34:15,unknown_device,unknown,10776,158.0,False,
acc_00479,2026-06-02 03:38:00,unknown_device,unknown,3326,485.0,False,
acc_00480,2026-06-02 03:39:16,unknown_device,unknown,17442,204.0,False,
acc_00481,2026-06-02 03:40:12,unknown_device,unknown,13370,231.0,False,
acc_00482,2026-06-02 03:40:21,unknown_device,unknown,12469,143.0,False,
acc_00483,2026-06-02 03:40:25,unknown_device,unknown,17148,225.0,False,
acc_00484,2026-06-02 03:40:58,Windows,unknown,11862,204.0,False,
acc_00485,2026-06-02 03:43:02,MacOS,unknown,8453,536.0,False,
acc_00486,2026-06-02 03:43:59,SM-G610M Build/MMB29K,unknown,2650,-1.0,False,
acc_00487,2026-06-02 03:44:15,unknown_device,unknown,11815,512.0,False,
acc_00488,2026-06-02 03:44:44,MacOS,unknown,4475,536.0,False,
acc_00489,2026-06-02 03:45:00,unknown_device,unknown,15160,315.0,False,
acc_00490,2026-06-02 03:45:02,unknown_device,unknown,15986,226.0,False,
acc_00491,2026-06-02 03:45:05,unknown_device,unknown,14052,204.0,False,
acc_00492,2026-06-02 03:45:48,unknown_device,unknown,12040,177.0,False,
acc_00493,2026-06-02 03:46:14,unknown_device,unknown,4436,337.0,False,
acc_00494,2026-06-02 03:46:40,unknown_device,unknown,9480,476.0,False,
acc_00495,2026-06-02 03:47:04,unknown_device,unknown,4272,299.0,False,
acc_00496,2026-06-02 03:47:25,unknown_device,unknown,14653,315.0,False,
acc_00497,2026-06-02 03:47:46,unknown_device,unknown,3655,310.0,False,
acc_00498,2026-06-02 03:48:05,unknown_device,unknown,2772,269.0,False,
acc_00499,2026-06-02 03:48:41,Windows,unknown,4067,123.0,False,
acc_00500,2026-06-02 03:49:19,unknown_device,unknown,12807,191.0,False,
acc_00501,2026-06-02 03:49:49,unknown_device,unknown,12501,204.0,False,
acc_00502,2026-06-02 03:50:04,XT1635-01,unknown,15851,123.0,False,
acc_00503,2026-06-02 03:50:37,unknown_device,unknown,8320,337.0,False,
acc_00504,2026-06-02 03:52:44,unknown_device,unknown,2803,494.0,False,
acc_00505,2026-06-02 03:52:56,Windows,unknown,10616,327.0,False,
acc_00506,2026-06-02 03:52:59,unknown_device,unknown,14182,204.0,False,
acc_00507,2026-06-02 03:53:25,iOS Device,unknown,4966,231.0,False,
acc_00508,2026-06-02 03:53:37,unknown_device,unknown,8406,272.0,False,
acc_00509,2026-06-02 03:54:23,unknown_device,unknown,3818,272.0,False,
acc_00510,2026-06-02 03:54:48,MacOS,unknown,9043,204.0,False,
acc_00511,2026-06-02 03:55:47,unknown_device,unknown,2803,264.0,False,
acc_00512,2026-06-02 03:55:59,unknown_device,unknown,16075,315.0,False,
acc_00513,2026-06-02 03:56:31,unknown_device,unknown,15063,231.0,False,
acc_00514,2026-06-02 03:57:57,unknown_device,unknown,1939,433.0,False,
acc_00515,2026-06-02 03:58:45,SM-G950U Build/NRD90M,unknown,2917,512.0,False,
acc_00516,2026-06-02 04:00:43,Windows,unknown,4156,330.0,False,
acc_00517,2026-06-02 04:01:14,unknown_device,unknown,13964,299.0,False,
acc_00518,2026-06-02 04:01:27,unknown_device,unknown,14276,-1.0,False,
acc_00519,2026-06-02 04:02:00,MacOS,unknown,12866,synthetic_addr_ring_006,True,ring_006
acc_00520,2026-06-02 04:04:50,Windows,unknown,7499,-1.0,False,
acc_00521,2026-06-02 04:06:44,unknown_device,unknown,2781,264.0,False,
acc_00522,2026-06-02 04:08:06,unknown_device,unknown,12577,264.0,False,
acc_00523,2026-06-02 04:08:18,unknown_device,unknown,8914,181.0,False,
acc_00524,2026-06-02 04:09:19,unknown_device,unknown,10640,512.0,False,
acc_00525,2026-06-02 04:09:31,unknown_device,unknown,2755,205.0,False,
acc_00526,2026-06-02 04:09:44,unknown_device,unknown,7676,220.0,False,
acc_00527,2026-06-02 04:09:45,unknown_device,unknown,17188,225.0,False,
acc_00528,2026-06-02 04:10:12,unknown_device,unknown,13111,251.0,False,
acc_00529,2026-06-02 04:11:51,RCT6303W87M7 Build/MRA58K,unknown,5293,123.0,False,
acc_00530,2026-06-02 04:12:29,unknown_device,unknown,16661,315.0,False,
acc_00531,2026-06-02 04:12:52,unknown_device,unknown,9323,191.0,False,
acc_00532,2026-06-02 04:13:10,unknown_device,unknown,16232,315.0,False,
acc_00533,2026-06-02 04:13:50,unknown_device,unknown,13005,-1.0,False,
acc_00534,2026-06-02 04:17:48,unknown_device,unknown,11444,204.0,False,
acc_00535,2026-06-02 04:18:03,iOS Device,unknown,15066,476.0,False,
acc_00536,2026-06-02 04:18:10,unknown_device,unknown,4818,476.0,False,
acc_00537,2026-06-02 04:21:53,unknown_device,unknown,12581,264.0,False,
acc_00538,2026-06-02 04:22:34,KFFOWI Build/LVY48F,unknown,7481,441.0,False,
acc_00539,2026-06-02 04:23:08,KFFOWI Build/LVY48F,unknown,8732,441.0,False,
acc_00540,2026-06-02 04:23:39,unknown_device,unknown,9992,123.0,False,
acc_00541,2026-06-02 04:24:21,unknown_device,unknown,15986,330.0,False,
acc_00542,2026-06-02 04:25:26,iOS Device,unknown,7585,299.0,False,
acc_00543,2026-06-02 04:26:19,rv:56.0,unknown,5986,343.0,False,
acc_00544,2026-06-02 04:26:37,unknown_device,unknown,4998,-1.0,False,
acc_00545,2026-06-02 04:29:06,unknown_device,unknown,14842,299.0,False,
acc_00546,2026-06-02 04:29:57,unknown_device,unknown,2893,264.0,False,
acc_00547,2026-06-02 04:30:33,SM-G930V Build/NRD90M,unknown,14259,330.0,False,
acc_00548,2026-06-02 04:30:55,unknown_device,unknown,17262,220.0,False,
acc_00549,2026-06-02 04:32:12,unknown_device,unknown,2407,476.0,False,
acc_00550,2026-06-02 04:34:57,unknown_device,unknown,2692,315.0,False,
acc_00551,2026-06-02 04:37:21,unknown_device,unknown,1974,184.0,False,
acc_00552,2026-06-02 04:39:04,unknown_device,unknown,12396,330.0,False,
acc_00553,2026-06-02 04:39:35,unknown_device,unknown,14634,205.0,False,
acc_00554,2026-06-02 04:39:49,unknown_device,unknown,2146,315.0,False,
acc_00555,2026-06-02 04:39:50,unknown_device,unknown,15651,264.0,False,
acc_00556,2026-06-02 04:39:58,unknown_device,unknown,5751,264.0,False,
acc_00557,2026-06-02 04:41:04,unknown_device,unknown,1556,299.0,False,
acc_00558,2026-06-02 04:41:37,unknown_device,unknown,1893,343.0,False,
acc_00559,2026-06-02 04:42:09,unknown_device,unknown,6292,203.0,False,
acc_00560,2026-06-02 04:44:28,Windows,unknown,3611,-1.0,False,
acc_00561,2026-06-02 04:44:46,unknown_device,unknown,11106,299.0,False,
acc_00562,2026-06-02 04:46:37,unknown_device,unknown,2255,272.0,False,
acc_00563,2026-06-02 04:48:08,Windows,unknown,2884,-1.0,False,
acc_00564,2026-06-02 04:48:18,MacOS,unknown,10486,315.0,False,
acc_00565,2026-06-02 04:49:38,unknown_device,unknown,4742,269.0,False,
acc_00566,2026-06-02 04:49:56,unknown_device,unknown,17489,512.0,False,
acc_00567,2026-06-02 04:49:57,Ilium L910 Build/MRA58K,unknown,3887,-1.0,False,
acc_00568,2026-06-02 04:50:21,synthetic_device_ring_001,unknown,2455,204.0,True,ring_001
acc_00569,2026-06-02 04:51:21,unknown_device,unknown,4478,269.0,False,
acc_00570,2026-06-02 04:54:44,Windows,unknown,10893,310.0,False,
acc_00571,2026-06-02 04:56:23,unknown_device,unknown,10447,315.0,False,
acc_00572,2026-06-02 04:58:40,unknown_device,unknown,7815,123.0,False,
acc_00573,2026-06-02 05:04:16,unknown_device,unknown,4653,177.0,False,
acc_00574,2026-06-02 05:14:31,unknown_device,unknown,4571,299.0,False,
acc_00575,2026-06-02 05:15:24,unknown_device,unknown,15066,310.0,False,
acc_00576,2026-06-02 05:15:40,unknown_device,unknown,14278,325.0,False,
acc_00577,2026-06-02 05:18:24,unknown_device,unknown,7919,384.0,False,
acc_00578,2026-06-02 05:18:35,Windows,unknown,10086,-1.0,False,
acc_00579,2026-06-02 05:18:57,unknown_device,unknown,6170,327.0,False,
acc_00580,2026-06-02 05:21:31,Windows,unknown,5645,264.0,False,
acc_00581,2026-06-02 05:23:10,unknown_device,unknown,18261,181.0,False,
acc_00582,2026-06-02 05:24:37,iOS Device,unknown,2616,299.0,False,
acc_00583,2026-06-02 05:26:50,unknown_device,unknown,2803,226.0,False,
acc_00584,2026-06-02 05:28:49,unknown_device,unknown,4436,494.0,False,
acc_00585,2026-06-02 05:29:32,Windows,unknown,3821,384.0,False,
acc_00586,2026-06-02 05:32:41,unknown_device,unknown,5962,433.0,False,
acc_00587,2026-06-02 05:36:53,unknown_device,unknown,10313,469.0,False,
acc_00588,2026-06-02 05:36:59,unknown_device,unknown,5291,204.0,False,
acc_00589,2026-06-02 05:38:24,Windows,unknown,12883,433.0,False,
acc_00590,2026-06-02 05:38:59,unknown_device,unknown,10616,264.0,False,
acc_00591,2026-06-02 05:44:52,unknown_device,unknown,6730,220.0,False,
acc_00592,2026-06-02 05:46:27,unknown_device,unknown,7919,123.0,False,
acc_00593,2026-06-02 05:46:33,unknown_device,unknown,16160,310.0,False,
acc_00594,2026-06-02 05:46:54,unknown_device,unknown,17188,310.0,False,
acc_00595,2026-06-02 05:54:49,unknown_device,unknown,4436,441.0,False,
acc_00596,2026-06-02 05:55:40,unknown_device,unknown,14785,343.0,False,
acc_00597,2026-06-02 05:56:35,unknown_device,unknown,1744,476.0,False,
acc_00598,2026-06-02 05:56:36,unknown_device,unknown,2893,512.0,False,
acc_00599,2026-06-02 05:58:20,unknown_device,unknown,16070,191.0,False,
acc_00600,2026-06-02 05:59:58,unknown_device,unknown,2772,synthetic_addr_ring_006,True,ring_006
acc_00601,2026-06-02 06:00:37,unknown_device,unknown,9456,325.0,False,
acc_00602,2026-06-02 06:03:17,unknown_device,unknown,13526,299.0,False,
acc_00603,2026-06-02 06:08:10,unknown_device,unknown,7919,485.0,False,
acc_00604,2026-06-02 06:09:05,iOS Device,unknown,6019,225.0,False,
acc_00605,2026-06-02 06:09:10,unknown_device,unknown,6530,324.0,False,
acc_00606,2026-06-02 06:10:03,unknown_device,unknown,11371,325.0,False,
acc_00607,2026-06-02 06:11:32,unknown_device,unknown,7919,220.0,False,
acc_00608,2026-06-02 06:11:52,unknown_device,unknown,7919,177.0,False,
acc_00609,2026-06-02 06:12:19,unknown_device,unknown,8695,325.0,False,
acc_00610,2026-06-02 06:12:29,unknown_device,unknown,2512,498.0,False,
acc_00611,2026-06-02 06:13:09,unknown_device,unknown,7919,330.0,False,
acc_00612,2026-06-02 06:13:56,unknown_device,unknown,7919,337.0,False,
acc_00613,2026-06-02 06:15:12,unknown_device,unknown,5033,330.0,False,
acc_00614,2026-06-02 06:15:49,unknown_device,unknown,7919,441.0,False,
acc_00615,2026-06-02 06:17:23,unknown_device,unknown,7919,204.0,False,
acc_00616,2026-06-02 06:18:34,unknown_device,unknown,7919,325.0,False,
acc_00617,2026-06-02 06:19:06,unknown_device,unknown,7919,476.0,False,
acc_00618,2026-06-02 06:19:42,unknown_device,unknown,7919,433.0,False,
acc_00619,2026-06-02 06:19:48,unknown_device,unknown,18227,299.0,False,
acc_00620,2026-06-02 06:20:02,iOS Device,unknown,17043,330.0,False,
acc_00621,2026-06-02 06:20:31,unknown_device,unknown,7919,264.0,False,
acc_00622,2026-06-02 06:21:15,unknown_device,unknown,synthetic_token_ring_003,143.0,True,ring_003
acc_00623,2026-06-02 06:21:29,unknown_device,unknown,7919,310.0,False,
acc_00624,2026-06-02 06:22:53,unknown_device,unknown,17966,472.0,False,
acc_00625,2026-06-02 06:25:03,unknown_device,unknown,7919,315.0,False,
acc_00626,2026-06-02 06:25:49,unknown_device,unknown,1991,231.0,False,
acc_00627,2026-06-02 06:30:37,unknown_device,unknown,7919,472.0,False,
acc_00628,2026-06-02 06:33:41,unknown_device,unknown,7919,512.0,False,
acc_00629,2026-06-02 06:36:02,iOS Device,unknown,6021,299.0,False,
acc_00630,2026-06-02 06:39:32,iOS Device,unknown,16560,143.0,False,
acc_00631,2026-06-02 06:42:58,unknown_device,unknown,3867,-1.0,False,
acc_00632,2026-06-02 06:47:06,unknown_device,unknown,7919,436.0,False,
acc_00633,2026-06-02 06:48:19,unknown_device,unknown,7919,231.0,False,
acc_00634,2026-06-02 06:48:34,unknown_device,unknown,10112,299.0,False,
acc_00635,2026-06-02 06:52:20,unknown_device,unknown,3638,492.0,False,
acc_00636,2026-06-02 06:54:14,unknown_device,unknown,7919,191.0,False,
acc_00637,2026-06-02 06:55:49,unknown_device,unknown,10112,225.0,False,
acc_00638,2026-06-02 06:58:23,unknown_device,unknown,15205,315.0,False,
acc_00639,2026-06-02 06:58:48,unknown_device,unknown,15165,264.0,False,
acc_00640,2026-06-02 07:02:39,unknown_device,unknown,7919,205.0,False,
acc_00641,2026-06-02 07:03:45,unknown_device,unknown,7919,324.0,False,
acc_00642,2026-06-02 07:04:45,unknown_device,unknown,12469,310.0,False,
acc_00643,2026-06-02 07:08:45,unknown_device,unknown,7585,325.0,False,
acc_00644,2026-06-02 07:10:58,unknown_device,unknown,3295,226.0,False,
acc_00645,2026-06-02 07:15:33,unknown_device,unknown,7919,272.0,False,
acc_00646,2026-06-02 07:17:17,iOS Device,unknown,17207,485.0,False,
acc_00647,2026-06-02 07:19:05,iOS Device,unknown,7664,387.0,False,
acc_00648,2026-06-02 07:20:26,unknown_device,unknown,7919,299.0,False,
acc_00649,2026-06-02 07:22:14,unknown_device,unknown,14432,299.0,False,
acc_00650,2026-06-02 07:24:06,unknown_device,unknown,7919,226.0,False,
acc_00651,2026-06-02 07:24:33,unknown_device,unknown,7919,251.0,False,
acc_00652,2026-06-02 07:25:27,unknown_device,unknown,7919,203.0,False,
acc_00653,2026-06-02 07:30:22,Windows,unknown,9201,204.0,False,
acc_00654,2026-06-02 07:32:02,unknown_device,unknown,1238,203.0,False,
acc_00655,2026-06-02 07:34:11,Windows,unknown,5169,-1.0,False,
acc_00656,2026-06-02 07:34:55,unknown_device,unknown,3013,264.0,False,
acc_00657,2026-06-02 07:35:56,unknown_device,unknown,7919,387.0,False,
acc_00658,2026-06-02 07:37:55,Windows,unknown,16882,536.0,False,
acc_00659,2026-06-02 07:39:24,unknown_device,unknown,10486,123.0,False,
acc_00660,2026-06-02 07:46:11,unknown_device,unknown,8868,204.0,False,
acc_00661,2026-06-02 07:48:52,unknown_device,unknown,3178,123.0,False,
acc_00662,2026-06-02 07:50:08,unknown_device,unknown,9992,315.0,False,
acc_00663,2026-06-02 07:58:36,unknown_device,unknown,7919,181.0,False,
acc_00664,2026-06-02 07:58:36,unknown_device,unknown,7919,295.0,False,
acc_00665,2026-06-02 08:01:25,unknown_device,unknown,14426,498.0,False,
acc_00666,2026-06-02 08:10:00,Blade V6 Plus Build/MRA58K,unknown,5009,-1.0,False,
acc_00667,2026-06-02 08:16:49,unknown_device,unknown,11465,251.0,False,
acc_00668,2026-06-02 08:17:20,unknown_device,unknown,13481,330.0,False,
acc_00669,2026-06-02 08:21:37,unknown_device,unknown,10750,204.0,False,
acc_00670,2026-06-02 08:31:02,unknown_device,unknown,1444,177.0,False,
acc_00671,2026-06-02 08:36:30,Windows,unknown,11319,512.0,False,
acc_00672,2026-06-02 08:37:05,unknown_device,unknown,12839,226.0,False,
acc_00673,2026-06-02 09:01:01,unknown_device,unknown,13534,512.0,False,
acc_00674,2026-06-02 09:06:24,unknown_device,unknown,8320,269.0,False,
acc_00675,2026-06-02 09:07:27,unknown_device,unknown,7919,269.0,False,
acc_00676,2026-06-02 09:10:25,unknown_device,unknown,2581,325.0,False,
acc_00677,2026-06-02 09:15:04,unknown_device,unknown,7919,420.0,False,
acc_00678,2026-06-02 09:21:11,unknown_device,unknown,7919,448.0,False,
acc_00679,2026-06-02 09:25:54,unknown_device,unknown,12694,387.0,False,
acc_00680,2026-06-02 09:27:19,unknown_device,unknown,7508,177.0,False,
acc_00681,2026-06-02 09:30:11,unknown_device,unknown,2804,143.0,False,
acc_00682,2026-06-02 09:31:28,unknown_device,unknown,7919,225.0,False,
acc_00683,2026-06-02 09:34:10,unknown_device,unknown,3917,158.0,False,
acc_00684,2026-06-02 09:34:34,unknown_device,unknown,9500,272.0,False,
acc_00685,2026-06-02 09:35:54,unknown_device,unknown,7919,494.0,False,
acc_00686,2026-06-02 09:36:44,unknown_device,unknown,2157,272.0,False,
acc_00687,2026-06-02 09:38:24,unknown_device,unknown,6806,269.0,False,
acc_00688,2026-06-02 09:40:43,unknown_device,unknown,16560,315.0,False,
acc_00689,2026-06-02 09:46:35,unknown_device,unknown,12725,272.0,False,
acc_00690,2026-06-02 09:49:20,unknown_device,unknown,7900,143.0,False,
acc_00691,2026-06-02 10:03:27,unknown_device,unknown,11794,231.0,False,
acc_00692,2026-06-02 10:04:19,unknown_device,unknown,2114,315.0,False,
acc_00693,2026-06-02 10:04:47,LGMP260 Build/NRD90U,unknown,3310,472.0,False,
acc_00694,2026-06-02 10:11:41,unknown_device,unknown,8117,181.0,False,
acc_00695,2026-06-02 10:12:15,unknown_device,unknown,14426,272.0,False,
acc_00696,2026-06-02 10:15:30,unknown_device,unknown,3331,203.0,False,
acc_00697,2026-06-02 10:19:50,unknown_device,unknown,7508,158.0,False,
acc_00698,2026-06-02 10:23:04,unknown_device,unknown,9400,327.0,False,
acc_00699,2026-06-02 10:23:40,unknown_device,unknown,16435,441.0,False,
acc_00700,2026-06-02 10:26:51,unknown_device,unknown,1939,387.0,False,
acc_00701,2026-06-02 10:27:50,unknown_device,unknown,10838,205.0,False,
acc_00702,2026-06-02 10:33:15,unknown_device,unknown,12556,441.0,False,
